res,tru,controls
255.83219146728516,350.12176513671875,0.36400002241134644
255.9759023785591,350.1239929199219,0.36500000953674316
257.0861430168152,350.1204833984375,0.3700000047683716
257.2293352484703,350.12249755859375,0.3750000298023224
258.33854150772095,350.1201171875,0.3800000250339508
258.4809574484825,350.1240234375,0.38200002908706665
259.58977603912354,350.1275634765625,0.37700000405311584
259.73296636343,350.1261901855469,0.3750000298023224
260.8421745300293,350.1211242675781,0.3760000169277191
260.98510640859604,350.12255859375,0.37700000405311584
262.0941834449768,350.1247253417969,0.37400001287460327
262.2377628684044,350.1256408691406,0.3750000298023224
263.34658193588257,350.1220397949219,0.37800002098083496
263.4895159602165,350.1235046386719,0.3790000081062317
264.5982060432434,350.12396240234375,0.3800000250339508
264.74113816022873,350.12005615234375,0.3830000162124634
265.84905099868774,350.12298583984375,0.3840000033378601
265.99198311567307,350.1253967285156,0.37700000405311584
267.10105991363525,350.1233825683594,0.37800002098083496
267.2437362074852,350.128173828125,0.3790000081062317
268.3526840209961,350.12213134765625,0.5550000071525574
268.46468085050583,350.1260986328125,0.5520000457763672
269.5740154981613,350.1260681152344,0.5509999990463257
269.6865310072899,350.1253662109375,0.5520000457763672
270.79534697532654,350.12713623046875,0.5540000200271606
270.9074756503105,350.12353515625,0.5540000200271606
272.01629161834717,350.1225891113281,0.5509999990463257
272.1293258070946,350.1208190917969,0.550000011920929
273.2381417751312,350.1221923828125,0.5520000457763672
273.3506572842598,350.12591552734375,0.5509999990463257
274.4599919319153,350.1253662109375,0.5540000200271606
274.5716019272804,350.1250305175781,0.5530000329017639
275.6813234090805,350.12298583984375,0.5530000329017639
275.79293340444565,350.1236877441406,0.5530000329017639
276.9026548862457,350.12310791015625,0.5540000200271606
277.0138780474663,350.1181945800781,0.5540000200271606
278.12359952926636,350.1180114746094,0.5540000200271606
278.2348226904869,350.1214599609375,0.5540000200271606
279.344544172287,350.12261962890625,0.5540000200271606
279.45576733350754,350.12237548828125,0.5550000071525574
280.5654888153076,350.1219787597656,0.5540000200271606
280.67671197652817,350.1231994628906,0.5550000071525574
281.78643345832825,350.12261962890625,0.5530000329017639
281.8980434536934,350.1292724609375,0.5540000200271606
283.0073781013489,350.1272888183594,0.5520000457763672
283.1193749308586,350.125732421875,0.5540000200271606
284.2283227443695,350.12139892578125,0.5540000200271606
284.34031957387924,350.11993408203125,0.5560000538825989
285.44913828372955,350.1213073730469,0.5550000071525574
285.5612642168999,350.12322998046875,0.5550000071525574
286.6700829267502,350.1238708496094,0.5560000538825989
286.7820797562599,350.1236572265625,0.5550000071525574
287.8910275697708,350.1226806640625,0.5560000538825989
288.00289529561996,350.1185302734375,0.5570000410079956
289.1115847826004,350.1232604980469,0.5570000410079956
289.22345250844955,350.1198425292969,0.5570000410079956
290.33214199543,350.1252746582031,0.5560000538825989
290.4442680478096,350.1178894042969,0.5580000281333923
291.55256819725037,350.1189880371094,0.5590000152587891
291.66430658102036,350.121337890625,0.5610000491142273
292.7724778652191,350.1200256347656,0.5600000023841858
292.8842162489891,350.12030029296875,0.5610000491142273
293.99238753318787,350.1202087402344,0.5610000491142273
294.10412591695786,350.1246643066406,0.5610000491142273
295.2122972011566,350.1221008300781,0.5610000491142273
295.3240355849266,350.1203308105469,0.562000036239624
296.4319489002228,350.1275329589844,0.562000036239624
296.54368728399277,350.1234130859375,0.5610000491142273
297.6518585681915,350.12445068359375,0.5630000233650208
297.76320749521255,350.1239013671875,0.5630000233650208
298.8713787794113,350.1239929199219,0.5640000104904175
298.98246973752975,350.1252136230469,0.5680000185966492
300.09012246131897,350.12359619140625,0.6360000371932983
300.18917685747147,350.12506103515625,0.7300000190734863
301.2803897857666,350.12518310546875,0.9510000348091125
301.34087151288986,350.1239013671875,0.9540000557899475
302.43156599998474,350.1239929199219,0.9720000624656677
302.4889412522316,350.1199035644531,0.968000054359436
303.5802834033966,350.1231689453125,1.3270000219345093
303.5750759243965,350.1226806640625,1.227000117301941
304.68369686603546,350.1197814941406,1.2410000562667847
304.67609494924545,350.1227111816406,1.253000020980835
305.78264451026917,350.1203918457031,1.2080000638961792
305.78287333250046,350.12261962890625,4.168000221252441
306.7655221223831,350.123779296875,4.567000389099121
306.7657369375229,350.125,8.601000785827637
307.748250246048,350.1261901855469,16.227001190185547
307.7482095360756,350.1232604980469,16.87200164794922
308.73070043325424,350.1271667480469,14.91200065612793
308.7307263612747,350.12542724609375,12.682000160217285
309.71329110860825,350.1230163574219,12.610000610351562
309.7133210301399,350.1270446777344,12.584000587463379
310.69588589668274,350.1233215332031,10.303000450134277
310.6959935426712,350.1219177246094,10.302000045776367
311.678558409214,350.11798095703125,10.302000045776367
311.6786660552025,350.1174011230469,10.31100082397461
312.6612309217453,350.11956787109375,10.319000244140625
312.66133856773376,350.1204833984375,10.316000938415527
313.6439034342766,350.1202087402344,10.291000366210938
313.64401108026505,350.1242370605469,10.09000015258789
314.62658298015594,350.12030029296875,10.039000511169434
314.62669283151627,350.1226806640625,10.076000213623047
315.6092626452446,350.12628173828125,10.122000694274902
315.60937041044235,350.12408447265625,10.175000190734863
316.5919380784035,350.12030029296875,10.202000617980957
316.59204387664795,350.1220703125,10.223000526428223
317.57461154460907,350.1250305175781,10.231000900268555
317.57471734285355,350.1231994628906,11.43600082397461
318.55724358558655,350.1221008300781,11.449000358581543
318.557349383831,350.1257019042969,11.382000923156738
319.53987979888916,350.123046875,10.972000122070312
319.53999960422516,350.1247253417969,10.961000442504883
320.5225300192833,350.12060546875,11.03700065612793
320.5226469039917,350.1237487792969,11.069000244140625
321.50517535209656,350.12255859375,11.080000877380371
321.5052921175957,350.1234130859375,11.095000267028809
322.48782056570053,350.11962890625,11.100000381469727
322.48793733119965,350.12030029296875,11.101000785827637
323.4704657793045,350.12066650390625,11.106000900268555
323.4705825448036,350.12237548828125,11.118000984191895
324.4531109929085,350.121337890625,11.152000427246094
324.453225672245,350.12493896484375,11.572000503540039
325.43574011325836,350.1243896484375,11.577000617980957
325.4358547925949,350.1221923828125,11.67300033569336
326.41836512088776,350.1226501464844,11.78700065612793
326.4184768795967,350.1222839355469,11.790000915527344
327.40098720788956,350.12530517578125,11.790000915527344
327.4010989665985,350.1224670410156,11.78700065612793
328.38360929489136,350.12469482421875,11.792000770568848
328.3837210536003,350.12176513671875,11.832000732421875
329.36623138189316,350.12127685546875,11.916000366210938
329.366338968277,350.12335205078125,11.962000846862793
330.3488472700119,350.1227111816406,13.22700023651123
330.34891253709793,350.1219177246094,13.230000495910645
331.33142083883286,350.12176513671875,13.236001014709473
331.3314861059189,350.12298583984375,13.238000869750977
332.3139944076538,350.1220703125,13.784000396728516
332.3140415549278,350.12506103515625,14.171000480651855
333.29653453826904,350.12908935546875,14.168000221252441
333.29658168554306,350.12249755859375,14.168000221252441
334.2790746688843,350.1232604980469,14.160000801086426
334.2791218161583,350.123291015625,14.027000427246094
335.2616209387779,350.1235656738281,13.928000450134277
335.26167303323746,350.1236267089844,13.928000450134277
336.2441721558571,350.1204528808594,13.92400074005127
336.24422228336334,350.12249755859375,13.692000389099121
337.2267305254936,350.12042236328125,13.681000709533691
337.2267806529999,350.1235656738281,13.688000679016113
338.20928889513016,350.1225891113281,13.450000762939453
338.20934599637985,350.1202697753906,13.111001014709473
339.1918653845787,350.1224670410156,13.141000747680664
339.1919224858284,350.1192626953125,13.157000541687012
340.1744399666786,350.1230163574219,13.155000686645508
340.1744970679283,350.1265869140625,13.154000282287598
341.15701454877853,350.1216125488281,13.152000427246094
341.15707165002823,350.12347412109375,13.152000427246094
342.13958913087845,350.1219787597656,13.152000427246094
342.13964623212814,350.1209716796875,13.153000831604004
343.12216371297836,350.1233825683594,13.152000427246094
343.12222081422806,350.1244812011719,13.152000427246094
344.1047382950783,350.1261291503906,13.153000831604004
344.104795396328,350.12469482421875,13.169000625610352
345.0873128771782,350.1239929199219,13.209000587463379
345.0873697400093,350.1229553222656,13.219000816345215
346.06988644599915,350.1210021972656,13.220000267028809
346.06994330883026,350.12799072265625,13.249000549316406
347.0524600148201,350.1225280761719,15.041000366210938
347.0524552464485,350.1222229003906,15.030000686645508
348.03497195243835,350.25799560546875,15.022000312805176
348.03496915102005,350.3065185546875,15.000000953674316
349.0174859762192,350.210205078125,14.998001098632812
349.0174831748009,350.4442138671875,14.97700023651123
350.0,350.51422119140625,14.943000793457031
350.0,350.6873779296875,14.898000717163086
350.9825169444084,351.20574951171875,14.898000717163086
351.96503388881683,351.5617370605469,14.885001182556152
352.9475528001785,351.69036865234375,14.882000923156738
353.9300717115402,350.9305725097656,14.875000953674316
354.9125906229019,351.1553955078125,14.869000434875488
355.89510041475296,351.3986511230469,15.158000946044922
356.8775668144226,350.73760986328125,16.402999877929688
357.86003321409225,352.4143371582031,16.409000396728516
358.8424996137619,354.8665466308594,16.408000946044922
359.82496601343155,355.1967468261719,16.405000686645508
360.8074324131012,354.7040100097656,16.402999877929688
361.78989881277084,354.6680603027344,16.39900016784668
362.77236717939377,355.31036376953125,16.392000198364258
363.7548355460167,356.9414367675781,16.384000778198242
364.73730194568634,357.85198974609375,16.402000427246094
365.7197501063347,357.7259521484375,16.908000946044922
366.7021750807762,358.39349365234375,17.647001266479492
367.68460005521774,359.6068115234375,17.64000129699707
368.66702502965927,360.59832763671875,17.637001037597656
369.6494500041008,361.4260559082031,17.630001068115234
370.6318769454956,362.1619567871094,17.600000381469727
371.6143038868904,361.58935546875,17.600000381469727
372.5967308282852,361.9739990234375,17.599000930786133
373.57915776968,363.17095947265625,17.600000381469727
374.56158471107483,363.6897888183594,17.601001739501953
375.54401165246964,363.654296875,17.600000381469727
376.52643859386444,363.87823486328125,17.602001190185547
377.50886553525925,364.16827392578125,17.604000091552734
378.49129247665405,364.8641357421875,17.60300064086914
379.47371941804886,365.662109375,17.60900115966797
380.4561443924904,366.37664794921875,17.636001586914062
381.4385693669319,367.3447570800781,17.634000778198242
382.42099434137344,368.4327392578125,17.637001037597656
383.403419315815,368.3888244628906,17.637001037597656
384.3858442902565,369.43597412109375,17.63300132751465
385.36826926469803,370.05615234375,17.631999969482422
386.35069423913956,370.0009765625,17.636001586914062
387.3331192135811,370.9519958496094,17.63300132751465
388.3155441880226,371.850830078125,17.630001068115234
389.29796916246414,373.6946716308594,17.631000518798828
390.28039413690567,375.1426086425781,17.630001068115234
391.26281410455704,375.3834228515625,17.79800033569336
392.24518769979477,376.99761962890625,19.20400047302246
393.2275612950325,377.0233154296875,19.209001541137695
394.20993489027023,376.64501953125,19.209001541137695
395.19230848550797,377.9360046386719,19.205001831054688
396.1746820807457,379.0452575683594,19.20400047302246
397.15705567598343,380.1128234863281,19.201000213623047
398.13942939043045,381.7582092285156,19.19900131225586
399.1217867732048,383.200439453125,19.718000411987305
400.1040937304497,384.62884521484375,21.214000701904297
401.08641690015793,385.3395080566406,20.68800163269043
402.0687400698662,386.4503479003906,20.68800163269043
403.05107724666595,389.20123291015625,20.242000579833984
404.03341442346573,391.3609924316406,20.24700164794922
405.0157516002655,393.1142272949219,20.268001556396484
405.99809086322784,395.41766357421875,20.19700050354004
406.9804644584656,398.6745910644531,19.20800018310547
407.96285420656204,401.3892822265625,18.72300148010254
408.9452973604202,403.4271240234375,17.058000564575195
409.9277405142784,404.6944274902344,17.0570011138916
410.9101858139038,405.7813415527344,17.047000885009766
411.892654299736,407.31671142578125,16.356000900268555
412.87512969970703,408.5090637207031,16.144001007080078
413.8576275110245,409.8258056640625,15.488000869750977
414.8401253223419,411.0759582519531,15.50200080871582
415.82262313365936,412.72332763671875,15.50200080871582
416.8051209449768,414.3701477050781,15.486001014709473
417.78761875629425,415.887451171875,15.492000579833984
418.7701165676117,418.0572509765625,15.495000839233398
419.75261437892914,420.4673767089844,15.48900032043457
420.7351241707802,423.1630859375,15.142001152038574
421.71766632795334,425.4913330078125,14.144001007080078
422.70022666454315,427.0168762207031,13.585000991821289
423.6827891469002,428.53948974609375,13.532000541687012
424.6653515100479,426.2869567871094,13.542000770568848
425.6479180455208,429.34173583984375,13.470000267028809
426.6304854154587,433.0384521484375,13.418000221252441
427.61305898427963,434.36285400390625,13.267000198364258
428.59566777944565,436.016845703125,12.14900016784668
429.5782848596573,436.2523193359375,11.983000755310059
430.5609019398689,435.9127502441406,11.983000755310059
431.5435339808464,436.581298828125,11.469000816345215
432.52621352672577,437.7744445800781,10.096000671386719
433.50889307260513,438.36199951171875,10.096000671386719
434.4915726184845,438.4373779296875,10.105000495910645
435.4742451310158,439.0268859863281,10.306000709533691
436.4569156765938,439.5531005859375,10.354000091552734
437.4395862221718,439.89910888671875,10.351000785827637
438.4222567677498,440.589599609375,10.345000267028809
439.4049273133278,439.89007568359375,10.345000267028809
440.3875978589058,440.4039611816406,10.38700008392334
